Year,Indicator,ISO,Country,Industry,Unit of measure,Value
2019,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of GDP,0.184
2020,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of GDP,0.175
2021,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of GDP,0.16
2005,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,12.118
2006,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,13.301
2007,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,12.009
2008,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,10.745
2009,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,9.179
2010,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,9.3
2011,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,10.022
2012,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,11.412
2013,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,12.712
2014,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,13.409
2015,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,14.245
2016,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,15.882
2017,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,17.767
2018,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,19.378
2019,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,20.074
2020,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,19.387
2021,Business R&D expenditure,AUS,Australia,Information and communication (ISIC 58-63),Share of total business enterprise expenditure on R&D,18.053
2006,Business R&D expenditure,AUS,Australia,IT and other information services,Share of GDP,0.083
2007,Business R&D expenditure,AUS,Australia,IT and other information services,Share of GDP,0.086
2008,Business R&D expenditure,AUS,Australia,IT and other information services,Share of GDP,0.084
2009,Business R&D expenditure,AUS,Australia,IT and other information services,Share of GDP,0.082
2010,Business R&D expenditure,AUS,Australia,IT and other information services,Share of GDP,0.08
2011,Business R&D expenditure,AUS,Australia,IT and other information services,Share of GDP,0.078
2012,Business R&D expenditure,AUS,Australia,IT and other information services,Share of GDP,0.095
2013,Business R&D expenditure,AUS,Australia,IT and other information services,Share of GDP,0.118
2006,Business R&D expenditure,AUS,Australia,IT and other information services,Share of total business enterprise expenditure on R&D,7.175
2007,Business R&D expenditure,AUS,Australia,IT and other information services,Share of total business enterprise expenditure on R&D,6.769
2008,Business R&D expenditure,AUS,Australia,IT and other information services,Share of total business enterprise expenditure on R&D,6.094
2009,Business R&D expenditure,AUS,Australia,IT and other information services,Share of total business enterprise expenditure on R&D,6.412
2010,Business R&D expenditure,AUS,Australia,IT and other information services,Share of total business enterprise expenditure on R&D,6.318
2011,Business R&D expenditure,AUS,Australia,IT and other information services,Share of total business enterprise expenditure on R&D,6.406
2012,Business R&D expenditure,AUS,Australia,IT and other information services,Share of total business enterprise expenditure on R&D,7.929
2013,Business R&D expenditure,AUS,Australia,IT and other information services,Share of total business enterprise expenditure on R&D,9.992
2005,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,0.892
2006,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,0.98
2007,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,1.095
2008,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,1.192
2009,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,1.139
2010,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,1.125
2011,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,1.075
2012,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,1.063
2013,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,1.029
2014,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,0.946
2015,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,0.862
2016,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,0.82
2017,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,0.778
2018,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,0.754
2019,Business R&D expenditure,AUS,Australia,Non-information industries,Share of GDP,0.733
2005,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,85.451
2006,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,84.422
2007,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,85.854
2008,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,86.926
2009,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,88.629
2010,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,88.623
2011,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,88.016
2012,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,88.584
2013,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,87.288
2014,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,86.609
2015,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,85.755
2016,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,84.039
2017,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,82.233
2018,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,80.929
2019,Business R&D expenditure,AUS,Australia,Non-information industries,Share of total business enterprise expenditure on R&D,79.926
2005,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.044
2006,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.161
2007,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.276
2008,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.371
2009,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.285
2010,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.269
2011,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.221
2012,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.2
2013,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.179
2014,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.092
2015,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,1.005
2016,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,0.976
2017,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,0.947
2018,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,0.932
2019,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,0.917
2020,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,0.901
2021,Business R&D expenditure,AUS,Australia,Total economy,Share of GDP,0.886
2005,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2006,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2007,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2008,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2009,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2010,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2011,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2012,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2013,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2014,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2015,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2016,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2017,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2018,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2019,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2020,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2021,Business R&D expenditure,AUS,Australia,Total economy,Share of total business enterprise expenditure on R&D,100
2005,Business R&D expenditure,AUT,Austria,Low digital-intensive industries,Share of GDP,0.028
2006,Business R&D expenditure,AUT,Austria,Low digital-intensive industries,Share of GDP,0.029
2007,Business R&D expenditure,AUT,Austria,Low digital-intensive industries,Share of GDP,0.026
2008,Business R&D expenditure,AUT,Austria,Low digital-intensive industries,Share of GDP,0.028
